"Axis.1"	"Axis.2"	"Clusters"	"X1297617.4.patric"	"X349741.6.patric"	"X484020.3.patric"	"X568816.4.patric"	"X657309.4.patric"	"X657319.15.patric"	"X709991.3.patric"	"X890402.3.patric"	"X1073375.3.patric"	"X1121101.3.patric"	"X1128111.23.patric"	"X1203465.3.patric"	"X1236512.3.patric"	"X1262754.3.patric"	"X1262776.3.patric"	"X1262777.3.patric"	"X1262889.3.patric"	"X1262947.3.patric"	"X1262949.3.patric"	"X1262979.3.patric"	"X1262989.3.patric"	"X1262992.3.patric"	"X1263070.3.patric"	"X1263072.3.patric"	"X1263073.3.patric"	"X1263074.4.patric"	"X1263105.3.patric"	"X1263107.3.patric"	"X1432052.9.patric"	"X1522.9.patric"	"X1650661.3.patric"	"X1673721.3.patric"	"X169435.7.patric"	"X1697787.3.patric"	"X1897011.3.patric"	"X1952006.3.patric"	"X208479.8.patric"	"X246787.5.patric"	"X2562617057.img"	"X2562617183.img"	"X261299.4.patric"	"X2654588179.img"	"X28116.19.patric"	"X33043.5.patric"	"X39488.4.patric"	"X445970.5.patric"	"X445974.6.patric"	"X457421.5.patric"	"X460384.4.patric"	"X46503.4.patric"	"X469591.4.patric"	"X469610.4.patric"	"X483215.6.patric"	"X545696.5.patric"	"X573.1549.patric"	"X59620.13.patric"	"X59620.24.patric"	"X59620.49.patric"	"X649756.4.patric"	"X665951.3.patric"	"X702446.3.patric"	"X742725.3.patric"	"X742821.3.patric"	"X765821.5.patric"	"X765821.8.patric"	"X817.56.patric"	"X927665.4.patric"	"X999410.3.patric"	"ERS235525_24.hgm"	"ERS235534_25.hgm"	"ERS235560_81.hgm"	"ERS235564_44.hgm"	"ERS396406_17.hgm"	"ERS396428_22.hgm"	"ERS396436_36.hgm"	"ERS396465_42.hgm"	"ERS396493_5.hgm"	"ERS396509_31.hgm"	"ERS396528_23.hgm"	"ERS473051_14.hgm"	"ERS473088_19.hgm"	"ERS473122_41.hgm"	"ERS473180_17.hgm"	"ERS473219_31.hgm"	"ERS473221_34.hgm"	"ERS473240_3.hgm"	"ERS473296_9.hgm"	"ERS473331_31.hgm"	"ERS473343_37.hgm"	"ERS473381_6.hgm"	"ERS473414_25.hgm"	"ERS537180_31.hgm"	"ERS537183_49.hgm"	"ERS537188_55.hgm"	"ERS537194_38.hgm"	"ERS537197_59.hgm"	"ERS537219_61.hgm"	"ERS537221_53.hgm"	"ERS537229_8.hgm"	"ERS537233_63.hgm"	"ERS537236_4.hgm"	"ERS537240_18.hgm"	"ERS537246_12.hgm"	"ERS537247_14.hgm"	"ERS537252_4.hgm"	"ERS537292_27.hgm"	"ERS537293_53.hgm"	"ERS537304_27.hgm"	"ERS537306_47.hgm"	"ERS537338_17.hgm"	"ERS537352_6.hgm"	"ERS537358_50.hgm"	"ERS537369_59.hgm"	"ERS537392_14.hgm"	"ERS608491_27.hgm"	"ERS608493_46.hgm"	"ERS608495_69.hgm"	"ERS608502_34.hgm"	"ERS608507_35.hgm"	"ERS608510_48.hgm"	"ERS608519_39.hgm"	"ERS608530_15.hgm"	"ERS608548_42.hgm"	"ERS608550_64.hgm"	"ERS608550_86.hgm"	"ERS608606_84.hgm"	"ERS631833_15.hgm"	"SRS015663_20.hgm"	"SRS017307_13.hgm"	"SRS019582_79.hgm"	"SRS019910_14.hgm"	"SRS020233_5.hgm"	"SRS020328_21.hgm"	"SRS021219_12.hgm"	"SRS024075_3.hgm"	"SRS049402_2.hgm"	"SRS050026_15.hgm"	"SRS050752_17.hgm"	"SRS056519_39.hgm"	"SRS075878_45.hgm"	"SRS076929_37.hgm"	"SRS077502_20.hgm"	"SRS077552_27.hgm"	"SRS077849_38.hgm"	"SRS098061_38.hgm"	"SRS098717_4.hgm"	"SRS104400_3.hgm"	"SRS142712_3.hgm"	"SRS143991_10.hgm"	"SRS144714_48.hgm"	"SRS147652_2.hgm"	"SRS1596777_76.hgm"	"SRS1596798_70.hgm"	"SRS1596798_81.hgm"	"SRS1596800_42.hgm"	"SRS1596807_67.hgm"	"SRS1596842_68.hgm"	"SRS1596849_88.hgm"	"SRS1596857_138.hgm"	"SRS1596872_171.hgm"	"SRS1719091_5.hgm"	"SRS1719444_21.hgm"	"SRS1719567_3.hgm"	"SRS1735456_15.hgm"	"SRS1735557_8.hgm"	"SRS1735679_4.hgm"	"SRS1735703_14.hgm"	"SRS259497_2.hgm"	"SRS294840_55.hgm"	"SRS294930_28.hgm"	"SRS294956_23.hgm"	"SRS294989_46.hgm"	"SRS295008_15.hgm"	"SRS295010_88.hgm"	"SRS295012_18.hgm"	"SRS311548_12.hgm"	"SRS332210_5.hgm"	"SRS372948_2.hgm"	"SRS373206_4.hgm"	"SRS475574_7.hgm"	"SRS475693_1.hgm"	"SRS476023_14.hgm"	"SRS476024_18.hgm"	"SRS476037_7.hgm"	"SRS476121_4.hgm"	"SRS476326_100.hgm"	"SRS820594_22.hgm"	"SRS820605_29.hgm"
"PSM7J1CG"	0.0781849357959847	-0.272409420176781	"Cluster1"	0	0	0	0	0.788176661953924	0	0.179176380921081	0	0	0	0	1.16133816374686	1.83527688024113	0.501062157618694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603552047073284	0	0.912219894289912	0.79744004575664	0	0	0	0.519111218581228	0.7032160274783	0	0	0.117377500335419	0	0	0.418888203149896	0	0.848902897270476	0	0	0	0	0.139363797621385	0	0	0	0	0.630269224279842	0.103368387539388	0.617478013685888	0	0	0	0	0	0	0	0.613904273313298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032003451825333	0.64870404400625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68410845665449	0.630699770352477	0	0	0	0	0	0	0	0	0	0.33316696317786	0	0	0	0	0	0	0	0	0	0	0.816380587623858	0	0	0.446780688739191	0	0.492141264902072	0	0	0	0	0	0	0	0	0	0	0	0.530504453916986	0	0	0	0	0	0.753272257552045	0	0	0	0	0	0	0	0	0	0.380468943666092	0.471372790560348	0	0	0	0	0.420401083943908	0	0	0	0	0	0
"PSM7J1CI"	0.0985240337766213	-0.0478964713873101	"Cluster7"	0	0	0	0	0.374619109465605	0	0.0339571664177947	0.555806528277126	0	0	0	0	1.92380707646742	0.459719184478854	0.442085343499225	0	0	0	0	0	0	0	0.736097794301322	0	0	0	0.691652227949951	0.611847335364696	0	0	0	0	0	0	0	1.66034900788915	0.932347731484699	0	0	0	0	0	0.713640236319833	0	0	0.371618944424147	0	0	0.363566149514943	0	0.816072889407508	0	0	0	0	0	0.310273256007855	0	0	0.413481063004051	0.63247696996568	0.486739909032689	0.946276472236276	0.582020626117827	0	0	0	0	0	0	0.618391516428246	0	0.983290341925684	0	0.709258699304607	0	0	0	0	0	0	0.541982027391616	0	0	0	0	0	0	0	0	0	0	0	0.460075016763472	0	0	0	0	0.294480093991695	0.608193288167571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603584815194345	0.745773838682831	0	0	0	0	0.510599775961808	0	0.146474394755888	0	0	0.383691678862293	0	0	0	0	0	0	0	0	0	0.0882527520047342	0.663519208388619	0	0	0.57767924480545	0	0.53278014641965	0	0	0	0	0.437429999595911	0	0.731666700186127	0	0	0	0	0.401839004799368	0	0	0	0	0	0.516206539580915	0	0	0	0	0.47562243751681	0	0	0	0	0.775775024187812	0.604434550253325	0	0.495990793015359	0	0	0	0	0	0	0	0.33341100650472	0
"PSM7J1CU"	-0.140794565026896	0.206690847934576	"Cluster10"	0	0	0	0	0	0	0	0.698988878871409	0.702271867903572	0	0	0	1.43405456685792	0.731101285128323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.589301699904673	0	0	0	0.293701455139343	0	0	0	0.482592445698713	0	0	0.562041883340099	0	0	0	0	0	0	0	0	0.660175624038854	0	1.07142519849072	0	0	0.419644240392714	0	0	0	0	0	0	0.900305825137702	0	0	0.596603708812517	0.669038771506473	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665305725118946	0	0	0	0	0	0	0	0	0	0	0	0	0.917536439879036	0	0	0	0	0	0.542306768684885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85893512912939	0	0	0	0	0	0	0	0	0	0	0.549202483886931	0	0.651525352978844	0	0.609587871420106	0	0	0	0.626045473395541	0	0	0	0	0	0	0	1.06795727407727	0	0.711556643528923	0	0.629827154454904	0	0	0.845713075093122	0	0	1.07233486236981	0	0	0	0	0	0	4.24188217345258	0	0.714704051459477	0.588012450966653	0	0	0	0	0	0	0	0	0	0	0	0
"PSM7J1DF"	0.186865383775408	0.015248787567356	"Cluster9"	0	0.502078897238091	0	0	1.72982490845683e-05	0	0.149663104764545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208875047784052	0	0.425675843017702	0	0	0	0	0	0	0	0	0	0	0.384366169419377	1.6227817118492	0	0	0	0	0	0	0.877255357453848	0	0.680873564206736	0.342054350576702	0	0	0	0.205948047927018	0.849268785423171	0	0.408580710996628	0	0	0	0	0	0	0	0.577323567578632	0.264156902213185	0.949719806849536	0	0.50475762052559	0	0	0	0	0.40907908774625	0	0	0.929204886381811	0	0	0	0.558663789942921	0	0.730138404172443	0.668588600128852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407718456941795	0	0	0.699335861927021	0	0.532001894132764	0.590117824314981	0	0	0	0.423636095428802	0	0	0.619321906247396	0	0	0	0.674779625141065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57211652157148	0	0	0	0.410450209045601	0	0	0.317351134904296	0.39618097067717	0	0	0.378305656465158	0	0.507502864260497	0	0	0.625095340142922	0.415413012062045	0	0.505930571297669	0	0	0	0	0.290072953888272	0	0.787582635950895	0	0	0	0	0	0	0	0	0.797048991169599	0.462635104836253	0.457380323849244	0	0	0	0	0	0	0	0	0	0	1.00581873976469	0	0.60898113551045	0.713267925527962	0	0	0	0	0	0.687114863082179	0.29045613002936	0
"PSM7J1DL"	0.241747665354	0.0056882168689075	"Cluster2"	0	0.517881839806773	0	0	0.068559375031248	0	0.15862552373114	0	0	0	0	0	1.58298478249897	0	0	0	0	0	0	0	0	0.374257318268968	0	0.350436149491648	0	0	0.481314958434381	0	0	0	0	0	0	0	0.500090981566347	1.56648819453538	0	0	0.473036141985537	0	0	0.68593490927448	0.850207300974199	0	0.530601202308253	0.350620811825787	0	0	0	0.222102391167106	0.83709612742143	0	0.387476723376744	0	0	0	0	0	0.621495457564122	0	0.751202320376834	0	0.996992222969813	0	0	0	0	0	0	0	0	0.700077577714565	0.893113371808574	0	0	0	0.594198872583395	0.342385150969741	0.871527200848477	0.475014445213408	0	0.385547508482182	0	0	0	0	0	0	0	0	0	0	0	0.284678219412562	0	0	0.46727299039907	0	0.678240096459276	0.638910801844573	0	0	0	0.573360562469947	0	0	0.526946261878981	0	0	0	0.756713958359556	0	0	0	0	0	0.505682734249101	0	0	0	0.530731019108019	0	0	0	0	0	0	0	1.60299447539531	0	0.396125489920159	0	0.451212757189933	0	0	0.358534026668435	0.406941716232404	0	0	0.492284232102995	0	0.514265413468719	0	0.619669337628667	0.709209887285687	0.478525637208951	0.409998702709645	0.583334996021444	0	0	0	0	0.102900203636988	0	0.879187083858644	0	0	0	0	0.506101861951948	0	0	0	0.760166569286819	0.491748803096886	0.506552554108716	0	0	0	0	0	0	0	0	0	0	1.26263049067319	0	0.619933690917484	0	0	0	0	0	0	0.463596646351566	0.425596014263805	0
"PSM7J4EF"	-0.0426076405977144	-0.15231714922392	"Cluster3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345453458814514	0	0.918381838426246	0	0	0	0	0	0	0	0	0	0	0	0	0.875460370661973	0	0	0	0.935439790997654	0	0	0.584057297404457	0	0	0	0	0.776142799054312	0.64639164523926	0	0	0	0	0	0	0.931991369957451	0	0.931852749834606	0	0	0	0	0	0	0	0	0	0	0	0.889667959679206	0	0	0	0	0.890368929563137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734221199237867	0	0	0	0	0.653318689015352	0	0	0.556758517771233	0	0	0	0	0	0	0.739610714210639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391730528116533	0	0	0	0	0.444017063698936	0	0	0.580605772596012	0.498301145092649	0	0	0	0	0.672804042067208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.728651254371762	0.648063159089382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMA263M"	-0.486157180346193	-0.120227406963489	"Cluster3"	0	0	0	0	0	0	0	0.762083343409048	0.587910872404187	0	0.473838583737299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358140819191687	0	0	0	0.142622544647025	0	0	0	0	0	0	0.518377491148624	0	0.664791639285265	0	0	0	1.37054831047797	0	0	0	0.322396578984303	1.61473742744778	0.623598256926523	0	0.941308744414122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05213616670197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569222861647815	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9384764700291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571579850897536	0.899238566300321	0	0.855038686212424	0	0	0	0	0	0	0	0	0	0
"PSMA263S"	-0.506365608039318	-0.126778036238855	"Cluster5"	0	0	0	0	0	0	0	0	0.523380350659788	0	0.603964772056181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46688351320586	0	0	0	0	0	0	0	0	0	0	0.51325680467848	0	0.880787025386224	0	0	0	1.39805798537646	0	0	0	0.358292041746391	1.41055377873174	0.818615797687955	0	0.992392718449662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371099091820606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679110204542278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542970085271471	0.763799056787185	0	0.844509434208254	0	0	0	0	0	0	0	0	0	0
"PSMA263U"	-0.436041385691937	-0.156404507505618	"Cluster5"	0	0	0	0	0	0	0	0	0.753844067635633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4834283176349	0	0	0	0	0	0	0	0	0	0	0.504664655912995	0	0.770420718446716	0	0	0	1.45950597507841	0	0	0	0.45505230130406	0	0	0	1.01469927820646	0	0	0	0.597905709552325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775858409490375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775592225360359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669329818824812	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMA263W"	-0.479038027987566	-0.0956568119515604	"Cluster3"	0	0	0	0	0	0	0	0	0.605769666309611	0	0.478067412355538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533016510178479	0	0	0	0	0	0	0	0	0	0	0.417016274084001	0	0.84119098632797	0	0	0	1.43492129711889	0	0	0	0.594912371136113	1.43232967432908	0.777130342239483	0	0.979261911535675	0	0	0	0.552789008083647	0	0	0	0	0	0	0	0	0	0	0	0	0.290493782261696	0	0	0	0	0	0	1.09397941499324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877005050194859	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7930402302054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580424640844967	0.728131135900981	0	0.768040323506451	0	0	0	0	0	0	0	0	0	0
"PSMA264K"	0.0894183817100358	0.0135660931983571	"Cluster9"	0	0	0	0	0.427003553317563	0	0	0.669321238440076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287987999291451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773783026950266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63317421842462	0	0	0	0	0.624698001790077	0	0	0	0	0	0	0	0	0	0.560538900020046	0	0.540223781567964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849623035834637	0	0.855275094700027	0.705193327829464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.755123714421632	0	0	0	0	0	0	0	2.49669628959502	0	0	0.414408838384652	0	0	0	0	0	0	0	0	0	0.550750444372179	0.705363026650916	0	0	0	0	0.585818719704707	0	0	0	0	0	0	0	1.12324409620664	0	0	0	0.490018148238156	0	0.193363270860114	0	0	0	0.557395918722626	0	0	0	0.860867999041668	0	0	0	0	0	0.551191311802203	1.30070494801181	0	0.620586199826812	0	0	0	0	0	0	0	0	0
"PSMA264O"	-0.0160502539367298	0.0197833525500703	"Cluster1"	0	0	0	0	2.3203813204183e-07	0	0	0	0	0	0	0	1.59207884230077	0.572186668350936	0	0	0.60429959935175	0	0	0	0	0	0	0.482679351123023	0	0	0.612517208207388	0	0	0	0	0	0	0	0	0	0.4115926648365	0	0	0	0	0.573905355442123	0.268217686868175	0	0	0	0	0	0	0.310307649538988	0.633646729482494	0	0.52472161972149	0	0	0	0	0	0	0	0.672038865820664	0	0	0.273975276742275	0	0	0	0	0	0	0.832397464220177	0	0.996733610854168	0.607303607562819	0.612284686972968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932740393848856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95571681134472	0	0	0	0	0	0	0	0	0	0	0.522151170983732	0	0.603380958692737	0	0	0	0	0	0	0	0.802245272234423	0	0.464110238817758	0	0	0	0.996482092616721	0	0.641032154408385	0	0	0	0	0	0	0	0.956420216384023	0	0	0	0	0	0	0	0	0.246918456592269	0.731206890096895	0	0	0.561600945571322	0	0	0	0	0	0	0	0	0
"PSMA264Q"	-0.012331173488863	-0.0474477944915774	"Cluster1"	0	0	0	0	2.31872529700577e-06	0	0	0	0	0	0	0	1.55820246607921	0.47467151556938	0	0	0	0	0	0	0	0	0	0.503889440816493	0	0	0.564545283824683	0	0	0	0	0	0	0	0	0	0.377672667524798	0	0	0	0	0.378703458934008	0.318246223618224	0	0	0	0	0	0	0.248013558175322	0.564233044694935	0	0.472508643760709	0	0	0	0	0	0	0	0.667494722549003	0	0	0	0	0	0	0	0	0	0	0	0	0.475979156009051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58278731922433	0	0	0	0	0	0	0	0	0	0	0	0	0.536365749625239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632804516547576	0	0	0	0	0	0	0	2.95254227364409	0	0	0	0	0	0	0	0	0	0	0.448537867637829	0	0.596035439565934	0	0.632550503464793	0	0	0	0	0.399034002580758	0.751590338669158	0	0	0	0	0	0.961853356315681	0	0	0	0	0	0	0	0	0	0.888988322888932	0	0.50831044175508	0	0	0	0	0	0	0.405646968362962	0.733823756403601	0	0	0.587904797746167	0	0	0	0	0	0	0	0	0
"PSMA264S"	0.0273384620277073	-0.0170002987805838	"Cluster1"	0	0	0	0	0	0	0	0	0	0	0	0	1.55684235727209	0.76227451758608	0	0	0	0	0	0	0	0	0.791462806872525	0.548125875541138	0	0	0.730736382388079	0	0	0	0	0	0	0	0	0	0.6583152553938	0	0	0	0	0.811714034951509	0.410762110400644	0	0	0	0	0	0	0.557285669518768	0.700057672607098	0	0.732747489061575	0	0	0	0	0	0	0	0.882640934988912	0	0	0	0	0	0	0	0	0	0.75522524534135	0	0.986432669569244	0.492583792411756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334208028890345	0	0	0	0	0	0	0	0	0	0	0	0	0.72757452770886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639983214176475	0	0	0	0	0	0	0	2.7594209609507	0	0	0	0	0	0	0	0	0	0	0.505567168392253	0	0.621600325630782	0	0.440244706254517	0	0	0	0	0	0.848664566348565	0	0	0	0	0	1.00394149341483	0	0	0	0	0	0	0	0	0	1.01689358986153	0	0	0	0	0	0	0	0	0	0.713110470410775	0	0	0.733953220961454	0	0	0	0	0	0	0	0	0
"PSMA264U"	0.0798742420022473	0.0591452350026866	"Cluster1"	0	0	0	0	0	0	0	0	0	0	0	0	1.52580438968439	0.577139060892079	0	0	0	0	0	0	0	0	0.571032876159946	0.4582198056814	0	0	0.739362443673414	0	0	0	0	0	0	0	0	1.50272409179441	0.0104827523088187	0	0	0	0	0.547736329978237	0.359399831091254	0	0	0	0	0	0	0.422064670267744	0.57421799333609	0	0.611845522810262	0	0	0	0	0	0	0	0.727342411746511	0	0	0	0	0	0	0	0	0	0.909872928835586	0	0.958428419175703	0.580047427457902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566424338853838	0	0	0	0	0	0	0	0	0	0	0	0	1.04121116454999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874468996317145	0	0	0	0	0	0	0	2.94156176992512	0	0	0	0	0	0	0	0	0	0	0.4626268731203	0	0.676765548680345	1.14325143675518	0.229392375585423	0	0	0	0	0.413190863231155	0.791272448477298	0	0.477052945812373	0	0	0	0.986662799970451	0	0	0	0	0	0	0	0	0	0.96824259692877	0	0	0	0	0	0	0	0	0	0.738778932932158	0	0	0.627953106833565	0	0	0	0	0	0	0	0	0
"PSMA264W"	0.03714123719526	0.055093361303304	"Cluster1"	0	0	0	0	0	0	0	0.66083220582543	0	0	0	0	1.58587413300005	0.580327092863873	0.381222669672254	0	0.642221705742289	0	0	0	0	0	0.297612426678759	0.343728879909818	0	0	0.625971771487258	0	0	0	0	0	0	0	0	0.822742521615252	0.214540529336177	0	0	0.649514042258046	0	0.602253819842214	0.283568779586739	0	0	0	0	0	0	0.387888425341583	0.62665653054566	0	0.460366709591668	0.915315425028238	0	0	0	0	0	0	0.681158339656329	0	0	0.214807430209576	0	0	0	0	0	0	0.983332661368232	0	1.38709818968807	0.52544484800559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760383319121206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91640437097792	0	0	0	0	0	0	0	3.00910723462782	0	0	0	0	0	0	0	0	0	0	0.316409997244824	0	0.595772379658294	0.811073269864842	0	0	0	0	0	0.366816520269081	0.772034285237495	0	0.449401992645411	0.333793893895689	0	0	1.02281980749549	0	0.590929848096999	0	0	0	0	0	0	0	0.909511439147835	0	0	0	0	0	0	0	0	0	0.68398262866511	0	0	0.580866058503237	0	0	0	0	0	0	0	0	0
"PSMA2653"	0.0463792295475562	-0.074740994459167	"Cluster6"	0	0	0	0	0.52774995704973	0	0.757679530110372	0	0	0	0	0	2.03074367478775	0	0	0	0.902193503787973	0	0	0	0	0	0.737860806093692	0.474996831915228	0	0.30967013054871	0	0	0	0	0	0	0	0	0	0	0.489642548621916	0	0	0	0	0.768888338468891	0.960545939225706	0	0	0.417064755188389	0	0	0	0	0.252648780674533	0	0	0.75353755931346	0	0.316763257582228	0	0	0	0	1.09541511981351	0	0	0.818111930274739	0	0	0	0	0	0	0	0	1.28277656228598	0	1.05990640833869	0.685106603522168	0	0.665475379409319	0	0	0	0	0	0	0	0	0	0	0.594572625958563	0	0	0	0	0	0	0	0.776261056832343	0	0.82949097810702	0	0	0	0	0	0	0.523657524846152	0	0	0	0	0	0	0	0.873915369101711	0	0	0	0	0	0	0.907479898873285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601657360508251	0	0	0.51512354195295	0.865654773858145	0	0.797552647345797	0.297390900002607	0	0.611137832187417	0	0	0	0	0	0	0.456856774924584	0	0	0	0	0	0	0	0	0.507311244774	0.730562620869419	0	0.677420702770916	1.03598896060524	0	0	0	0	0	0	0	0	0	0.78441667831848	1.3988257996598	0	0.653635493856896	0	0	0.550117504693452	0.578463956770646	0	0	0	0.731642695370469	0
"PSMA2659"	0.0510515267403792	-0.170742213051169	"Cluster6"	0	0	0	0	0.332817888390458	0	0.370827444060557	0	0	0	0	0	2.08185807716266	0	0	0	0.938941200269377	0	0	0	0	0	0	0.469267798048512	0	0.646101484755258	0	0	0	0	0.326863416641967	0	0	0	0	0	0	0	0.498470009057286	0	0	0.613266408105986	0.951674944226654	0	0	0.329311213290029	0	0	0	0	0.149416818643229	0	0	0.7964600480906	0	0.475945144589823	0	0	0	0	1.00045332144418	0.128437089973164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63392026683691	0	0.482289729766457	0	0	0	0	0	0	0	0	0	0	0.574249365652555	0	0	0	0	0	0	0	0.752770046250472	0	0.850374984502346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659022989441947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546007773621165	0	0	0.466981071030235	0	0	0.680296176125193	0.670591172515317	0.635294750167852	0.534947908358308	0	0	0.256682105875304	0	0	0	0.258954737928926	0.615533020547775	0	0	0	0	0	0	0	0.416230758697526	0	0	0.550800593071046	0.923032046253934	0	0	0	0	0	0	0	0	0	0.729740601398827	1.41916750828766	0	0.535084456165728	0	0	0.643631800603345	0.690513674961847	0	0	0	0.550110968174723	0
"PSMA265B"	0.0640219223887905	-0.191579896421526	"Cluster1"	0	0	0	0	0.263215977628302	0	0.191454258064805	0	0	0	0	0	2.01587713971683	0	0	0	0	0	0	0	0	0	0	0.398011487685669	0	0.599978799718969	0	0	0	0	0	0	0	0	0	0	0	0	0.446695818320987	0	0	0.511483915172175	0.114647500787263	0	0	0.414360386922308	0	0	0	0	0.188184421331945	0	0	0	0	0	0	0	0	0	0.879708188576097	0.234175400397309	0	0	0	0	0	0	0	0	0	0	1.03838904380664	0	0.492303058663512	0.619185833504869	0	0.699217435341164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858455258789814	0	0.747602519458433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873884333692564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473685873854704	0	0	0	0	0	0.760305069131408	0	0.449981349722501	0.485083086670073	0	0	0.268476839302464	0	0	0	0.334062728562958	0.573111869142115	0	0	0	0	0	0	0	0.656306228323929	0	0	0.49157842745235	0.895478809381727	0	0	0	0	0	0	0	0	0	0.751636744635573	1.37441049966056	0	0.489656753990176	0	0	0	0	0	0	0	0.479384879620354	0
